license_number,license_type,business_legal_name,expiration_date,license_status,activity,id,licensing_authority_id,licensing_authority,premise_state,license_status_date,issue_date,business_owner_name,business_structure,parcel_number,business_phone,business_email,business_image_url,license_designation,business_website,business_dba_name,license_term,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_city,premise_zip_code,data_refreshed_date
AU-G-A-000107,Class A Marihuana Grower,Givingtrees,2022-03-23T00:00:00,License Void,,88,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Givingtrees,,42.4758822,-83.0952152,Oakland County,1008 E 10 Mile Rd,Hazel Park,48030,2024-06-07T22:32:21.104499
AU-G-A-000103,Class A Marihuana Grower,77 North Inc.,2022-02-18T00:00:00,License Void,,89,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,77 North Inc.,,46.1167953,-85.9268531,Schoolcraft County,4404 M-77,Germfask,49836,2024-06-07T22:32:21.104499
AU-G-A-000147,Class A Marihuana Grower,Wise Tree Farms LLC,2025-05-13T00:00:00,Active,,90,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Wise Tree Farms LLC,,43.769364,-84.647048,Isabella County,8751 N Wise Rd,Clare,48617,2024-06-07T22:32:21.104499
AU-G-A-000148,Class A Marihuana Grower,Triforce Farm LLC,2025-05-08T00:00:00,Active,,91,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Triforce Farm LLC,,41.8657354,-84.4898716,Hillsdale County,8310 Hudson Rd,Pittsford,49271,2024-06-07T22:32:21.104499
AU-G-A-000143,Class A Marihuana Grower,Authentic 231,2024-11-17T00:00:00,Active,,92,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Authentic 231,,44.2591296,-86.3178058,Manistee County,74 Arthur St Bldg B,Manistee,49660,2024-06-07T22:32:21.104499
AU-G-A-000138,Class A Marihuana Grower,High Bud,2025-05-19T00:00:00,Active,,93,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,High Bud,,44.9167627,-84.9697727,Antrim County,5963 Scholl Rd,Mancelona,49659,2024-06-07T22:32:21.104499
AU-G-A-000137,Class A Marihuana Grower,The Noggin Shop,2025-03-16T00:00:00,Active,,94,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,The Noggin Shop,,47.1749056,-88.42633239999999,Houghton County,52324 Duncan Ave,Hubbell,49934,2024-06-07T22:32:21.104499
AU-G-A-000136,Class A Marihuana Grower,World Selections,2025-02-10T00:00:00,Active,,95,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,World Selections,,42.25499,-84.35609099999999,Jackson County,220 Watts Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000132,Class A Marihuana Grower,"Spring Valley Growers, LLC",2024-10-27T00:00:00,License Void,,96,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Spring Valley Growers, LLC",,41.8844464,-84.5441484,Hillsdale County,Osseo,MI 49266,USA,2024-06-07T22:32:21.104499
AU-G-A-000131,Class A Marihuana Grower,"Aloft Process, Inc",2023-08-01T00:00:00,License Void,,97,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Aloft Process, Inc",,41.8207262,-86.3811717,Berrien County,317 Post Rd,Buchanan,49107,2024-06-07T22:32:21.104499
AU-G-A-000128,Class A Marihuana Grower,Urban Gardens,2025-02-19T00:00:00,Active,,98,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Urban Gardens,,42.2855202,-85.5748426,Kalamazoo County,617 Portage Street,Kalamazoo,49007,2024-06-07T22:32:21.104499
AU-G-A-000125,Class A Marihuana Grower,"Family Trees, LLC",2023-07-27T00:00:00,License Void,Social Equity,99,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Family Trees, LLC",,42.2332735,-84.3154765,Jackson County,4975 Page Ave,Michigan Center,49254,2024-06-07T22:32:21.104499
AU-G-A-000121,Class A Marihuana Grower,"Smart Decisions, Inc.",2023-05-19T00:00:00,License Void,,100,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Smart Decisions, Inc.",,42.236,-84.347758,Jackson County,1256 Falahee Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000120,Class A Marihuana Grower,Source 906,2023-05-04T00:00:00,License Void,,101,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Source 906,,45.8366893,-88.05561399999999,Dickinson County,1500 N Stephenson Ave,Iron Mountain,49801,2024-06-07T22:32:21.104499
AU-G-A-000117,Class A Marihuana Grower,My Peaceable Kingdom LLC,2024-01-27T00:00:00,License Void,,102,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,My Peaceable Kingdom LLC,,44.591837,-86.177582,Benzie County,2855 Paul Rose Rd,Frankfort,49635,2024-06-07T22:32:21.104499
AU-G-A-000115,Class A Marihuana Grower,"Epic Roots, LLC",2022-10-19T00:00:00,License Void,,103,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Epic Roots, LLC",,42.4786922,-83.0817048,Macomb County,2103 Riggs Ave,Warren,48091,2024-06-07T22:32:21.104499
AU-G-A-000114,Class A Marihuana Grower,"Production Dr. Holdings, LLC",2024-08-30T00:00:00,Active,Public Documents Available,104,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Production Dr. Holdings, LLC",,42.6008134,-82.8542002,Macomb County,41525 Production Dr,Harrison Twp,48045,2024-06-07T22:32:21.104499
AU-G-A-000108,Class A Marihuana Grower,Exclusive Grand Rapids,2024-08-12T00:00:00,Active,Public Documents Available,105,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Exclusive Grand Rapids,,42.909185,-85.6091991,Kent County,2350 29th St SE,Wyoming,49508,2024-06-07T22:32:21.104499
AU-G-A-000107,Class A Marihuana Grower,Givingtrees,2022-03-23T00:00:00,License Void,,106,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Givingtrees,,42.4758822,-83.0952152,Oakland County,1008 E 10 Mile Rd,Hazel Park,48030,2024-06-07T22:32:21.104499
AU-G-A-000103,Class A Marihuana Grower,77 North Inc.,2022-02-18T00:00:00,License Void,,107,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,77 North Inc.,,46.1167953,-85.9268531,Schoolcraft County,4404 M-77,Germfask,49836,2024-06-07T22:32:21.104499
AU-G-A-000147,Class A Marihuana Grower,Wise Tree Farms LLC,2025-05-13T00:00:00,Active,,108,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Wise Tree Farms LLC,,43.769364,-84.647048,Isabella County,8751 N Wise Rd,Clare,48617,2024-06-07T22:32:21.104499
AU-G-A-000148,Class A Marihuana Grower,Triforce Farm LLC,2025-05-08T00:00:00,Active,,109,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Triforce Farm LLC,,41.8657354,-84.4898716,Hillsdale County,8310 Hudson Rd,Pittsford,49271,2024-06-07T22:32:21.104499
AU-G-A-000143,Class A Marihuana Grower,Authentic 231,2024-11-17T00:00:00,Active,,110,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Authentic 231,,44.2591296,-86.3178058,Manistee County,74 Arthur St Bldg B,Manistee,49660,2024-06-07T22:32:21.104499
AU-G-A-000138,Class A Marihuana Grower,High Bud,2025-05-19T00:00:00,Active,,111,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,High Bud,,44.9167627,-84.9697727,Antrim County,5963 Scholl Rd,Mancelona,49659,2024-06-07T22:32:21.104499
AU-G-A-000137,Class A Marihuana Grower,The Noggin Shop,2025-03-16T00:00:00,Active,,112,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,The Noggin Shop,,47.1749056,-88.42633239999999,Houghton County,52324 Duncan Ave,Hubbell,49934,2024-06-07T22:32:21.104499
AU-G-A-000136,Class A Marihuana Grower,World Selections,2025-02-10T00:00:00,Active,,113,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,World Selections,,42.25499,-84.35609099999999,Jackson County,220 Watts Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000132,Class A Marihuana Grower,"Spring Valley Growers, LLC",2024-10-27T00:00:00,License Void,,114,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Spring Valley Growers, LLC",,41.8844464,-84.5441484,Hillsdale County,Osseo,MI 49266,USA,2024-06-07T22:32:21.104499
AU-G-A-000131,Class A Marihuana Grower,"Aloft Process, Inc",2023-08-01T00:00:00,License Void,,115,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Aloft Process, Inc",,41.8207262,-86.3811717,Berrien County,317 Post Rd,Buchanan,49107,2024-06-07T22:32:21.104499
AU-G-A-000128,Class A Marihuana Grower,Urban Gardens,2025-02-19T00:00:00,Active,,116,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Urban Gardens,,42.2855202,-85.5748426,Kalamazoo County,617 Portage Street,Kalamazoo,49007,2024-06-07T22:32:21.104499
AU-G-A-000125,Class A Marihuana Grower,"Family Trees, LLC",2023-07-27T00:00:00,License Void,Social Equity,117,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Family Trees, LLC",,42.2332735,-84.3154765,Jackson County,4975 Page Ave,Michigan Center,49254,2024-06-07T22:32:21.104499
AU-G-A-000121,Class A Marihuana Grower,"Smart Decisions, Inc.",2023-05-19T00:00:00,License Void,,118,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Smart Decisions, Inc.",,42.236,-84.347758,Jackson County,1256 Falahee Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000120,Class A Marihuana Grower,Source 906,2023-05-04T00:00:00,License Void,,119,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Source 906,,45.8366893,-88.05561399999999,Dickinson County,1500 N Stephenson Ave,Iron Mountain,49801,2024-06-07T22:32:21.104499
AU-G-A-000117,Class A Marihuana Grower,My Peaceable Kingdom LLC,2024-01-27T00:00:00,License Void,,120,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,My Peaceable Kingdom LLC,,44.591837,-86.177582,Benzie County,2855 Paul Rose Rd,Frankfort,49635,2024-06-07T22:32:21.104499
AU-G-A-000115,Class A Marihuana Grower,"Epic Roots, LLC",2022-10-19T00:00:00,License Void,,121,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Epic Roots, LLC",,42.4786922,-83.0817048,Macomb County,2103 Riggs Ave,Warren,48091,2024-06-07T22:32:21.104499
AU-G-A-000114,Class A Marihuana Grower,"Production Dr. Holdings, LLC",2024-08-30T00:00:00,Active,Public Documents Available,122,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Production Dr. Holdings, LLC",,42.6008134,-82.8542002,Macomb County,41525 Production Dr,Harrison Twp,48045,2024-06-07T22:32:21.104499
AU-G-A-000108,Class A Marihuana Grower,Exclusive Grand Rapids,2024-08-12T00:00:00,Active,Public Documents Available,123,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Exclusive Grand Rapids,,42.909185,-85.6091991,Kent County,2350 29th St SE,Wyoming,49508,2024-06-07T22:32:21.104499
AU-G-A-000107,Class A Marihuana Grower,Givingtrees,2022-03-23T00:00:00,License Void,,124,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Givingtrees,,42.4758822,-83.0952152,Oakland County,1008 E 10 Mile Rd,Hazel Park,48030,2024-06-07T22:32:21.104499
AU-G-A-000103,Class A Marihuana Grower,77 North Inc.,2022-02-18T00:00:00,License Void,,125,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,77 North Inc.,,46.1167953,-85.9268531,Schoolcraft County,4404 M-77,Germfask,49836,2024-06-07T22:32:21.104499
AU-G-A-000147,Class A Marihuana Grower,Wise Tree Farms LLC,2025-05-13T00:00:00,Active,,126,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Wise Tree Farms LLC,,43.769364,-84.647048,Isabella County,8751 N Wise Rd,Clare,48617,2024-06-07T22:32:21.104499
AU-G-A-000148,Class A Marihuana Grower,Triforce Farm LLC,2025-05-08T00:00:00,Active,,127,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Triforce Farm LLC,,41.8657354,-84.4898716,Hillsdale County,8310 Hudson Rd,Pittsford,49271,2024-06-07T22:32:21.104499
AU-G-A-000143,Class A Marihuana Grower,Authentic 231,2024-11-17T00:00:00,Active,,128,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Authentic 231,,44.2591296,-86.3178058,Manistee County,74 Arthur St Bldg B,Manistee,49660,2024-06-07T22:32:21.104499
AU-G-A-000138,Class A Marihuana Grower,High Bud,2025-05-19T00:00:00,Active,,129,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,High Bud,,44.9167627,-84.9697727,Antrim County,5963 Scholl Rd,Mancelona,49659,2024-06-07T22:32:21.104499
AU-G-A-000137,Class A Marihuana Grower,The Noggin Shop,2025-03-16T00:00:00,Active,,130,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,The Noggin Shop,,47.1749056,-88.42633239999999,Houghton County,52324 Duncan Ave,Hubbell,49934,2024-06-07T22:32:21.104499
AU-G-A-000136,Class A Marihuana Grower,World Selections,2025-02-10T00:00:00,Active,,131,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,World Selections,,42.25499,-84.35609099999999,Jackson County,220 Watts Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000132,Class A Marihuana Grower,"Spring Valley Growers, LLC",2024-10-27T00:00:00,License Void,,132,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Spring Valley Growers, LLC",,41.8844464,-84.5441484,Hillsdale County,Osseo,MI 49266,USA,2024-06-07T22:32:21.104499
AU-G-A-000131,Class A Marihuana Grower,"Aloft Process, Inc",2023-08-01T00:00:00,License Void,,133,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Aloft Process, Inc",,41.8207262,-86.3811717,Berrien County,317 Post Rd,Buchanan,49107,2024-06-07T22:32:21.104499
AU-G-A-000128,Class A Marihuana Grower,Urban Gardens,2025-02-19T00:00:00,Active,,134,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Urban Gardens,,42.2855202,-85.5748426,Kalamazoo County,617 Portage Street,Kalamazoo,49007,2024-06-07T22:32:21.104499
AU-G-A-000125,Class A Marihuana Grower,"Family Trees, LLC",2023-07-27T00:00:00,License Void,Social Equity,135,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Family Trees, LLC",,42.2332735,-84.3154765,Jackson County,4975 Page Ave,Michigan Center,49254,2024-06-07T22:32:21.104499
AU-G-A-000121,Class A Marihuana Grower,"Smart Decisions, Inc.",2023-05-19T00:00:00,License Void,,136,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Smart Decisions, Inc.",,42.236,-84.347758,Jackson County,1256 Falahee Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000120,Class A Marihuana Grower,Source 906,2023-05-04T00:00:00,License Void,,137,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Source 906,,45.8366893,-88.05561399999999,Dickinson County,1500 N Stephenson Ave,Iron Mountain,49801,2024-06-07T22:32:21.104499
AU-G-A-000117,Class A Marihuana Grower,My Peaceable Kingdom LLC,2024-01-27T00:00:00,License Void,,138,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,My Peaceable Kingdom LLC,,44.591837,-86.177582,Benzie County,2855 Paul Rose Rd,Frankfort,49635,2024-06-07T22:32:21.104499
AU-G-A-000115,Class A Marihuana Grower,"Epic Roots, LLC",2022-10-19T00:00:00,License Void,,139,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Epic Roots, LLC",,42.4786922,-83.0817048,Macomb County,2103 Riggs Ave,Warren,48091,2024-06-07T22:32:21.104499
AU-G-A-000114,Class A Marihuana Grower,"Production Dr. Holdings, LLC",2024-08-30T00:00:00,Active,Public Documents Available,140,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Production Dr. Holdings, LLC",,42.6008134,-82.8542002,Macomb County,41525 Production Dr,Harrison Twp,48045,2024-06-07T22:32:21.104499
AU-G-A-000108,Class A Marihuana Grower,Exclusive Grand Rapids,2024-08-12T00:00:00,Active,Public Documents Available,141,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Exclusive Grand Rapids,,42.909185,-85.6091991,Kent County,2350 29th St SE,Wyoming,49508,2024-06-07T22:32:21.104499
AU-G-A-000107,Class A Marihuana Grower,Givingtrees,2022-03-23T00:00:00,License Void,,142,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Givingtrees,,42.4758822,-83.0952152,Oakland County,1008 E 10 Mile Rd,Hazel Park,48030,2024-06-07T22:32:21.104499
AU-G-A-000103,Class A Marihuana Grower,77 North Inc.,2022-02-18T00:00:00,License Void,,143,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,77 North Inc.,,46.1167953,-85.9268531,Schoolcraft County,4404 M-77,Germfask,49836,2024-06-07T22:32:21.104499
AU-G-A-000147,Class A Marihuana Grower,Wise Tree Farms LLC,2025-05-13T00:00:00,Active,,144,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Wise Tree Farms LLC,,43.769364,-84.647048,Isabella County,8751 N Wise Rd,Clare,48617,2024-06-07T22:32:21.104499
AU-G-A-000148,Class A Marihuana Grower,Triforce Farm LLC,2025-05-08T00:00:00,Active,,145,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Triforce Farm LLC,,41.8657354,-84.4898716,Hillsdale County,8310 Hudson Rd,Pittsford,49271,2024-06-07T22:32:21.104499
AU-G-A-000143,Class A Marihuana Grower,Authentic 231,2024-11-17T00:00:00,Active,,146,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Authentic 231,,44.2591296,-86.3178058,Manistee County,74 Arthur St Bldg B,Manistee,49660,2024-06-07T22:32:21.104499
AU-G-A-000138,Class A Marihuana Grower,High Bud,2025-05-19T00:00:00,Active,,147,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,High Bud,,44.9167627,-84.9697727,Antrim County,5963 Scholl Rd,Mancelona,49659,2024-06-07T22:32:21.104499
AU-G-A-000137,Class A Marihuana Grower,The Noggin Shop,2025-03-16T00:00:00,Active,,148,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,The Noggin Shop,,47.1749056,-88.42633239999999,Houghton County,52324 Duncan Ave,Hubbell,49934,2024-06-07T22:32:21.104499
AU-G-A-000136,Class A Marihuana Grower,World Selections,2025-02-10T00:00:00,Active,,149,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,World Selections,,42.25499,-84.35609099999999,Jackson County,220 Watts Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000132,Class A Marihuana Grower,"Spring Valley Growers, LLC",2024-10-27T00:00:00,License Void,,150,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Spring Valley Growers, LLC",,41.8844464,-84.5441484,Hillsdale County,Osseo,MI 49266,USA,2024-06-07T22:32:21.104499
AU-G-A-000131,Class A Marihuana Grower,"Aloft Process, Inc",2023-08-01T00:00:00,License Void,,151,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Aloft Process, Inc",,41.8207262,-86.3811717,Berrien County,317 Post Rd,Buchanan,49107,2024-06-07T22:32:21.104499
AU-G-A-000128,Class A Marihuana Grower,Urban Gardens,2025-02-19T00:00:00,Active,,152,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Urban Gardens,,42.2855202,-85.5748426,Kalamazoo County,617 Portage Street,Kalamazoo,49007,2024-06-07T22:32:21.104499
AU-G-A-000125,Class A Marihuana Grower,"Family Trees, LLC",2023-07-27T00:00:00,License Void,Social Equity,153,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Family Trees, LLC",,42.2332735,-84.3154765,Jackson County,4975 Page Ave,Michigan Center,49254,2024-06-07T22:32:21.104499
AU-G-A-000121,Class A Marihuana Grower,"Smart Decisions, Inc.",2023-05-19T00:00:00,License Void,,154,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Smart Decisions, Inc.",,42.236,-84.347758,Jackson County,1256 Falahee Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000120,Class A Marihuana Grower,Source 906,2023-05-04T00:00:00,License Void,,155,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Source 906,,45.8366893,-88.05561399999999,Dickinson County,1500 N Stephenson Ave,Iron Mountain,49801,2024-06-07T22:32:21.104499
AU-G-A-000117,Class A Marihuana Grower,My Peaceable Kingdom LLC,2024-01-27T00:00:00,License Void,,156,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,My Peaceable Kingdom LLC,,44.591837,-86.177582,Benzie County,2855 Paul Rose Rd,Frankfort,49635,2024-06-07T22:32:21.104499
AU-G-A-000115,Class A Marihuana Grower,"Epic Roots, LLC",2022-10-19T00:00:00,License Void,,157,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Epic Roots, LLC",,42.4786922,-83.0817048,Macomb County,2103 Riggs Ave,Warren,48091,2024-06-07T22:32:21.104499
AU-G-A-000114,Class A Marihuana Grower,"Production Dr. Holdings, LLC",2024-08-30T00:00:00,Active,Public Documents Available,158,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Production Dr. Holdings, LLC",,42.6008134,-82.8542002,Macomb County,41525 Production Dr,Harrison Twp,48045,2024-06-07T22:32:21.104499
AU-G-A-000108,Class A Marihuana Grower,Exclusive Grand Rapids,2024-08-12T00:00:00,Active,Public Documents Available,159,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Exclusive Grand Rapids,,42.909185,-85.6091991,Kent County,2350 29th St SE,Wyoming,49508,2024-06-07T22:32:21.104499
AU-G-A-000107,Class A Marihuana Grower,Givingtrees,2022-03-23T00:00:00,License Void,,160,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Givingtrees,,42.4758822,-83.0952152,Oakland County,1008 E 10 Mile Rd,Hazel Park,48030,2024-06-07T22:32:21.104499
AU-G-A-000103,Class A Marihuana Grower,77 North Inc.,2022-02-18T00:00:00,License Void,,161,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,77 North Inc.,,46.1167953,-85.9268531,Schoolcraft County,4404 M-77,Germfask,49836,2024-06-07T22:32:21.104499
AU-G-A-000147,Class A Marihuana Grower,Wise Tree Farms LLC,2025-05-13T00:00:00,Active,,162,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Wise Tree Farms LLC,,43.769364,-84.647048,Isabella County,8751 N Wise Rd,Clare,48617,2024-06-07T22:32:21.104499
AU-G-A-000148,Class A Marihuana Grower,Triforce Farm LLC,2025-05-08T00:00:00,Active,,163,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Triforce Farm LLC,,41.8657354,-84.4898716,Hillsdale County,8310 Hudson Rd,Pittsford,49271,2024-06-07T22:32:21.104499
AU-G-A-000143,Class A Marihuana Grower,Authentic 231,2024-11-17T00:00:00,Active,,164,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Authentic 231,,44.2591296,-86.3178058,Manistee County,74 Arthur St Bldg B,Manistee,49660,2024-06-07T22:32:21.104499
AU-G-A-000138,Class A Marihuana Grower,High Bud,2025-05-19T00:00:00,Active,,165,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,High Bud,,44.9167627,-84.9697727,Antrim County,5963 Scholl Rd,Mancelona,49659,2024-06-07T22:32:21.104499
AU-G-A-000137,Class A Marihuana Grower,The Noggin Shop,2025-03-16T00:00:00,Active,,166,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,The Noggin Shop,,47.1749056,-88.42633239999999,Houghton County,52324 Duncan Ave,Hubbell,49934,2024-06-07T22:32:21.104499
AU-G-A-000136,Class A Marihuana Grower,World Selections,2025-02-10T00:00:00,Active,,167,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,World Selections,,42.25499,-84.35609099999999,Jackson County,220 Watts Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000132,Class A Marihuana Grower,"Spring Valley Growers, LLC",2024-10-27T00:00:00,License Void,,168,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Spring Valley Growers, LLC",,41.8844464,-84.5441484,Hillsdale County,Osseo,MI 49266,USA,2024-06-07T22:32:21.104499
AU-G-A-000131,Class A Marihuana Grower,"Aloft Process, Inc",2023-08-01T00:00:00,License Void,,169,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Aloft Process, Inc",,41.8207262,-86.3811717,Berrien County,317 Post Rd,Buchanan,49107,2024-06-07T22:32:21.104499
AU-G-A-000128,Class A Marihuana Grower,Urban Gardens,2025-02-19T00:00:00,Active,,170,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Urban Gardens,,42.2855202,-85.5748426,Kalamazoo County,617 Portage Street,Kalamazoo,49007,2024-06-07T22:32:21.104499
AU-G-A-000125,Class A Marihuana Grower,"Family Trees, LLC",2023-07-27T00:00:00,License Void,Social Equity,171,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Family Trees, LLC",,42.2332735,-84.3154765,Jackson County,4975 Page Ave,Michigan Center,49254,2024-06-07T22:32:21.104499
AU-G-A-000121,Class A Marihuana Grower,"Smart Decisions, Inc.",2023-05-19T00:00:00,License Void,,172,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Smart Decisions, Inc.",,42.236,-84.347758,Jackson County,1256 Falahee Rd,Jackson,49203,2024-06-07T22:32:21.104499
AU-G-A-000120,Class A Marihuana Grower,Source 906,2023-05-04T00:00:00,License Void,,173,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,Source 906,,45.8366893,-88.05561399999999,Dickinson County,1500 N Stephenson Ave,Iron Mountain,49801,2024-06-07T22:32:21.104499
AU-G-A-000117,Class A Marihuana Grower,My Peaceable Kingdom LLC,2024-01-27T00:00:00,License Void,,174,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,My Peaceable Kingdom LLC,,44.591837,-86.177582,Benzie County,2855 Paul Rose Rd,Frankfort,49635,2024-06-07T22:32:21.104499
AU-G-A-000115,Class A Marihuana Grower,"Epic Roots, LLC",2022-10-19T00:00:00,License Void,,175,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Epic Roots, LLC",,42.4786922,-83.0817048,Macomb County,2103 Riggs Ave,Warren,48091,2024-06-07T22:32:21.104499
AU-G-A-000114,Class A Marihuana Grower,"Production Dr. Holdings, LLC",2024-08-30T00:00:00,Active,Public Documents Available,176,CRA,Michigan Cannabis Regulatory Agency,MI,,,,,,,,,,,"Production Dr. Holdings, LLC",,42.6008134,-82.8542002,Macomb County,41525 Production Dr,Harrison Twp,48045,2024-06-07T22:32:21.104499
